ID,Area,City,Restaurant,Avg Spend,Food type
7179,Powai,Mumbai,"49,111,97",300,Mughlai
7180,Powai,Mumbai,"99,6",400,Mughlai
7181,Powai,Mumbai,"48,82",900,Mughlai
7182,Powai,Mumbai,"7,24,60,73,59",1000,Mughlai
7183,Powai,Mumbai,"88,21",1100,Mughlai
7184,Powai,Mumbai,"90,103,12,72,46",100,Mughlai
7185,Powai,Mumbai,"112,4",600,Mughlai
7186,Powai,Mumbai,"26,53,91,35",600,Mughlai
7187,Powai,Mumbai,"80,79,103,49",300,Mughlai
7188,Powai,Mumbai,"1,50,42,78,20",200,Mughlai
7189,Powai,Mumbai,32,100,Mughlai
7190,Powai,Mumbai,"111,80,49,79,110",700,Mughlai
7191,Powai,Mumbai,"92,101,93",200,Mughlai
7192,Powai,Mumbai,75,1100,Mughlai
7193,Powai,Mumbai,"105,5,101,90",800,Mughlai
7194,Powai,Mumbai,"95,57",700,Mughlai
7195,Powai,Mumbai,"18,66,21,24",200,Mughlai
7196,Powai,Mumbai,"72,30,99,18",800,Mughlai
7197,Powai,Mumbai,57,600,Mughlai
7198,Powai,Mumbai,"109,26",700,Mughlai
7199,Powai,Mumbai,"8,75,62,68,67",100,Mughlai
7200,Powai,Mumbai,"68,56,110,53",100,Mughlai
7201,Powai,Mumbai,76,300,Mughlai
7202,Powai,Mumbai,"28,73,38,97",1100,Mughlai
7203,Powai,Mumbai,8101109,300,Mughlai
7204,Powai,Mumbai,18,600,Mughlai
7205,Powai,Mumbai,"111,23",700,Mughlai
7206,Powai,Mumbai,83112109,500,Mughlai
7207,Powai,Mumbai,"24,90",900,Mughlai
7208,Powai,Mumbai,"48,37,65,79",300,Mughlai
7209,Powai,Mumbai,"112,52,75",900,Mughlai
7210,Powai,Mumbai,73,900,Mughlai
7211,Powai,Mumbai,"80,36,7",600,Mughlai
7212,Powai,Mumbai,"110,29,97",400,Mughlai
7213,Powai,Mumbai,"69,79",700,Mughlai
7214,Powai,Mumbai,"43,73,64",600,Mughlai
7215,Powai,Mumbai,"22,16",800,Mughlai
7216,Powai,Mumbai,"71,76,107,17",800,Mughlai
7217,Powai,Mumbai,"34,33,7,40",1100,Mughlai
7218,Powai,Mumbai,"16,89,74,58,4",800,Mughlai
7219,Powai,Mumbai,"64,24,78",700,Mughlai
7220,Powai,Mumbai,"110,69,99,103,4",600,Mughlai
7221,Powai,Mumbai,"43,22,54,74,30",600,Mughlai
7222,Powai,Mumbai,2107,1000,Mughlai
7223,Powai,Mumbai,60106,100,Mughlai
7224,Powai,Mumbai,"5,28,47,59,93",900,Mughlai
7225,Powai,Mumbai,"92,94,29,43",100,Mughlai
7226,Powai,Mumbai,85,1100,Mughlai
7227,Powai,Mumbai,"55,8",400,Mughlai
7228,Powai,Mumbai,"9,43,67,31",300,Mughlai
7229,Powai,Mumbai,"44,83",200,Mughlai
7230,Powai,Mumbai,"71,77",900,Mughlai
7231,Powai,Mumbai,"5,78,75",300,Mughlai
7232,Powai,Mumbai,"88,87,82,95,33",1100,Mughlai
7233,Powai,Mumbai,"35,67,49,8,50",300,Mughlai
7234,Powai,Mumbai,"11,57",100,Mughlai
7235,Powai,Mumbai,1102,600,Mughlai
7236,Powai,Mumbai,"15,41,43,34,93",500,Mughlai
7237,Powai,Mumbai,"23,1",100,Mughlai
7238,Powai,Mumbai,"49,79,47,53,55",700,Mughlai
7239,Powai,Mumbai,"91,2,42",1100,Mughlai
7240,Powai,Mumbai,"29,67,50,84,112",100,Mughlai
7241,Powai,Mumbai,"108,113,51,20,69",300,Mughlai
7242,Powai,Mumbai,"47,12,45,48,63",700,Mughlai
7243,Powai,Mumbai,"42,71,23,9",500,Mughlai
7244,Powai,Mumbai,"38,83,12,55",100,Mughlai
7245,Powai,Mumbai,87,900,Mughlai
7246,Powai,Mumbai,104,200,Mughlai
7247,Powai,Mumbai,"21,93,19,98,17",900,Mughlai
7248,Powai,Mumbai,"81,113,18,102,59",500,Mughlai
7249,Powai,Mumbai,"77,9",100,Mughlai
7250,Powai,Mumbai,"59,110,72,51,106",400,Mughlai
7251,Powai,Mumbai,56110,100,Mughlai
7252,Powai,Mumbai,"55,110,33,8",600,Mughlai
7253,Powai,Mumbai,"65,88,111,103,55",200,Mughlai
7254,Powai,Mumbai,"99,10,34,108",800,Mughlai
7255,Powai,Mumbai,"63,109,84,20,41",800,Mughlai
7256,Powai,Mumbai,"54,39,64,15,77",800,Mughlai
7257,Powai,Mumbai,"26,23,84",1100,Mughlai
7258,Powai,Mumbai,"94,33",1100,Mughlai
7259,Powai,Mumbai,"22,91,83,80,110",700,Mughlai
7260,Powai,Mumbai,40,800,Mughlai
7261,Powai,Mumbai,"36,55",1100,Mughlai
7262,Powai,Mumbai,11,200,Mughlai
7263,Powai,Mumbai,"15,68",900,Mughlai
7264,Powai,Mumbai,"29,88,93,109",300,Mughlai
7265,Powai,Mumbai,"28,35,32",1000,Mughlai
7266,Powai,Mumbai,73,700,Mughlai
7267,Powai,Mumbai,32,700,Mughlai
7268,Powai,Mumbai,"12,46,47",700,Mughlai
7269,Powai,Mumbai,"76,92,5",400,Mughlai
7270,Powai,Mumbai,"53,32,10,46",200,Mughlai
7271,Powai,Mumbai,"43,98,35",100,Mughlai
7272,Powai,Mumbai,"2,70,84,18,23",900,Mughlai
7273,Powai,Mumbai,"89,50",200,Mughlai
7274,Powai,Mumbai,"1,22,94,18,86",100,Mughlai
7275,Powai,Mumbai,"74,11",900,Mughlai
7276,Powai,Mumbai,"79,57,91,94",800,Mughlai
7277,Powai,Mumbai,34,1100,Mughlai
7278,Powai,Mumbai,72,1000,Mughlai
7279,Powai,Mumbai,"14,51,91,54,45",900,Mughlai
7280,Powai,Mumbai,"70,3",1000,Mughlai
7281,Powai,Mumbai,"72,14,51,42,49",800,Mughlai
7282,Powai,Mumbai,53,500,Mughlai
7283,Powai,Mumbai,"16,86",1000,Mughlai
7284,Powai,Mumbai,48,500,Mughlai
7285,Powai,Mumbai,41,700,Mughlai
7286,Powai,Mumbai,"57,24,10,35",200,Mughlai
7287,Powai,Mumbai,"65,24,35,108",700,Mughlai
7288,Powai,Mumbai,"66,107,14,40",900,Mughlai
7289,Powai,Mumbai,"33,50,94,35",200,Mughlai
7290,Powai,Mumbai,"33,25,76,19,61",600,Mughlai
7291,Powai,Mumbai,"37,43,63,103,18",500,Mughlai
7292,Powai,Mumbai,27,1100,Mughlai
7293,Powai,Mumbai,"9,53",500,Mughlai
7294,Powai,Mumbai,"70,86,101",400,Mughlai
7295,Powai,Mumbai,"99,12,110",1100,Mughlai
7296,Powai,Mumbai,"112,51,87,96,25",800,Mughlai
7297,Powai,Mumbai,"111,49,79,12,53",300,Mughlai
7298,Powai,Mumbai,"8,76,34",500,Mughlai
7299,Powai,Mumbai,"37,107,1,65",1100,Mughlai
7300,Powai,Mumbai,"6,18,86,106",1000,Mughlai
7301,Powai,Mumbai,"89,101,79,64,85",1000,Mughlai
7302,Powai,Mumbai,73,500,Mughlai
7303,Powai,Mumbai,"48,8,60,21",1100,Mughlai
7304,Powai,Mumbai,"17,110,2",1000,Mughlai
7305,Powai,Mumbai,"23,21",300,Mughlai
7306,Powai,Mumbai,"45,28",600,Mughlai
7307,Powai,Mumbai,"95,7,18,22",500,Mughlai
7308,Powai,Mumbai,"63,2,28,29,22",1100,Mughlai
7309,Powai,Mumbai,8,400,Mughlai
7310,Powai,Mumbai,"10,72,110,23",1000,Mughlai
7311,Powai,Mumbai,"78,24,18",200,Mughlai
7312,Powai,Mumbai,"105,63",500,Mughlai
7313,Powai,Mumbai,"79,43,59",100,Mughlai
7314,Powai,Mumbai,"85,33",400,Mughlai
7315,Powai,Mumbai,78,500,Mughlai
7316,Powai,Mumbai,"59,81,48,98,56",500,Mughlai
7317,Powai,Mumbai,"7,28",1100,Mughlai
7318,Powai,Mumbai,"15,25",800,Mughlai
7319,Powai,Mumbai,"89,61,65,87",500,Mughlai
7320,Powai,Mumbai,"95,18,21",1100,Mughlai
7321,Powai,Mumbai,"44,5,73,26,72",800,Mughlai
7322,Powai,Mumbai,"41,85,50,43",700,Mughlai
7323,Powai,Mumbai,"69,94",500,Mughlai
7324,Powai,Mumbai,"42,91,55,93",400,Mughlai
7325,Powai,Mumbai,"33,25",200,Mughlai
7326,Powai,Mumbai,"89,96,79",600,Mughlai
7327,Powai,Mumbai,"93,28,74",600,Mughlai
7328,Powai,Mumbai,54,900,Mughlai
7329,Powai,Mumbai,"53,93,84",100,Mughlai
7330,Powai,Mumbai,"17,37,94",200,Mughlai
7331,Powai,Mumbai,"29,61,57,35,60",400,Mughlai
7332,Powai,Mumbai,14,900,Mughlai
7333,Powai,Mumbai,"7,99",200,Mughlai
7334,Powai,Mumbai,"5,0,76,72",1100,Mughlai
7335,Powai,Mumbai,99107110,400,Mughlai
7336,Powai,Mumbai,"62,95,103,89,71",600,Mughlai
7337,Powai,Mumbai,71,700,Mughlai
7338,Powai,Mumbai,83,100,Mughlai
7339,Powai,Mumbai,51,700,Mughlai
7340,Powai,Mumbai,"53,49,82",600,Mughlai
7341,Powai,Mumbai,7,1100,Mughlai
7342,Powai,Mumbai,15,700,Mughlai
7343,Powai,Mumbai,"25,4,45,43,111",900,Mughlai
7344,Powai,Mumbai,"19,79,71,10",700,Mughlai
7345,Powai,Mumbai,75,100,Mughlai
7346,Powai,Mumbai,"19,86",600,Mughlai
7347,Powai,Mumbai,113,100,Mughlai
7348,Powai,Mumbai,"64,21",900,Mughlai
7349,Powai,Mumbai,"69,72,21,50",900,Mughlai
7350,Powai,Mumbai,"45,35,100,89",200,Mughlai
7351,Powai,Mumbai,"91,26,109,23",200,Mughlai
7352,Powai,Mumbai,"84,79,70,12,28",500,Mughlai
7353,Powai,Mumbai,"110,5,37,65",1000,Mughlai
7354,Powai,Mumbai,"77,15",900,Mughlai
7355,Powai,Mumbai,"93,15,108,35",300,Mughlai
7356,Powai,Mumbai,14,800,Mughlai
7357,Powai,Mumbai,"105,86,91",900,Mughlai
7358,Powai,Mumbai,"41,6,32,31",500,Mughlai
7359,Powai,Mumbai,"81,39,9",600,Mughlai
7360,Powai,Mumbai,"67,78,56,5",600,Mughlai
7361,Powai,Mumbai,"104,68",300,Mughlai
7362,Powai,Mumbai,"70,64",800,Mughlai
7363,Powai,Mumbai,"64,111,61,32",600,Mughlai
7364,Powai,Mumbai,"4,50,16,97",800,Mughlai
7365,Powai,Mumbai,10113,300,Mughlai
7366,Powai,Mumbai,7,900,Mughlai
7367,Powai,Mumbai,84108,700,Mughlai
7368,Powai,Mumbai,"98,26,52",700,Mughlai
7369,Powai,Mumbai,"69,89,32,47,72",300,Mughlai
7370,Powai,Mumbai,"11,82,93,34,64",300,Mughlai
7371,Powai,Mumbai,"72,59",1100,Mughlai
7372,Powai,Mumbai,"30,86,84,89,34",800,Mughlai
7373,Powai,Mumbai,"87,14,41,73",500,Mughlai
7374,Powai,Mumbai,"19,37",100,Mughlai
7375,Powai,Mumbai,"28,99,31,80",600,Mughlai
7376,Powai,Mumbai,53,500,Mughlai
7377,Powai,Mumbai,50,700,Mughlai
7378,Powai,Mumbai,70,500,Mughlai
7379,Powai,Mumbai,"91,105,48,52,95",300,Mughlai
7380,Powai,Mumbai,"0,64,77",1100,Mughlai
7381,Powai,Mumbai,"3,85,28",300,Mughlai
7382,Powai,Mumbai,"101,86,92,98,77",800,Mughlai
7383,Powai,Mumbai,86,200,Mughlai
7384,Powai,Mumbai,"52,95,104",200,Mughlai
7385,Powai,Mumbai,42,300,Mughlai
7386,Powai,Mumbai,"33,82,83,106,98",200,Mughlai
7387,Powai,Mumbai,"108,92,1,12,44",600,Mughlai
7388,Powai,Mumbai,"81,20,50",400,Mughlai
7389,Powai,Mumbai,107,1000,Mughlai
7390,Powai,Mumbai,99,1000,Mughlai
7391,Powai,Mumbai,41109,1100,Mughlai
7392,Powai,Mumbai,7113,500,Mughlai
7393,Powai,Mumbai,"78,25,17,0,49",100,Mughlai
7394,Powai,Mumbai,74100,900,Mughlai
7395,Powai,Mumbai,"41,27,59,65,31",200,Mughlai
7396,Powai,Mumbai,"25,5,24,87",400,Mughlai
7397,Powai,Mumbai,"73,111,35",600,Mughlai
7398,Powai,Mumbai,"32,42,5,47",700,Mughlai
7399,Powai,Mumbai,"58,93,19,4",1000,Mughlai
7400,Powai,Mumbai,"67,58,85",700,Mughlai
7401,Powai,Mumbai,"47,93",300,Mughlai
7402,Powai,Mumbai,"24,94,100,43,67",600,Mughlai
7403,Powai,Mumbai,"28,38,4,27",900,Mughlai
7404,Powai,Mumbai,"110,1",600,Mughlai
7405,Powai,Mumbai,"98,27",500,Mughlai
7406,Powai,Mumbai,96,100,Mughlai
7407,Powai,Mumbai,"57,90",200,Mughlai
7408,Powai,Mumbai,78109,1100,Mughlai
7409,Powai,Mumbai,"40,94,2,95,84",800,Mughlai
7410,Powai,Mumbai,7,500,Mughlai
7411,Powai,Mumbai,"51,22,64,10,31",900,Mughlai
7412,Powai,Mumbai,"85,63,90",1000,Mughlai
7413,Powai,Mumbai,"94,24",400,Mughlai
7414,Powai,Mumbai,"59,65",400,Mughlai
7415,Powai,Mumbai,"98,15",800,Mughlai
7416,Powai,Mumbai,"86,11,47,49",200,Mughlai
7417,Powai,Mumbai,"45,21,65,102,66",600,Mughlai
7418,Powai,Mumbai,"9,98,88,68,1",600,Mughlai
7419,Powai,Mumbai,41,1100,Mughlai
7420,Powai,Mumbai,"9,45",500,Mughlai
7421,Powai,Mumbai,"51,105,103,84,47",700,Mughlai
7422,Powai,Mumbai,"26,108,74",700,Mughlai
7423,Powai,Mumbai,"58,1",400,Mughlai
7424,Powai,Mumbai,43,600,Mughlai
7425,Powai,Mumbai,"66,53,86,65,24",800,Mughlai
7426,Powai,Mumbai,85,200,Mughlai
7427,Powai,Mumbai,"101,84,78,8,80",300,Mughlai
7428,Powai,Mumbai,"14,98,84",100,Mughlai
7429,Powai,Mumbai,88111104102,700,Mughlai
7430,Powai,Mumbai,"25,81,27,100,67",300,Mughlai
7431,Powai,Mumbai,"101,22,99,60,34",1100,Mughlai
7432,Powai,Mumbai,"37,45",800,Mughlai
7433,Powai,Mumbai,"47,39,65",300,Mughlai
7434,Powai,Mumbai,"79,80",100,Mughlai
7435,Powai,Mumbai,"84,66",700,Mughlai
7436,Powai,Mumbai,73103,400,Mughlai
7437,Powai,Mumbai,"49,96",500,Mughlai
7438,Powai,Mumbai,"91,71,3,95,34",300,Mughlai
7439,Powai,Mumbai,"43,3,76,44",800,Mughlai
7440,Powai,Mumbai,"93,43",600,Mughlai
7441,Powai,Mumbai,"28,63",300,Mughlai
7442,Powai,Mumbai,"81,14",1000,Mughlai
7443,Powai,Mumbai,"65,39",500,Mughlai
7444,Powai,Mumbai,"3,36,92,53,47",300,Mughlai
7445,Powai,Mumbai,"51,112,55,86",600,Mughlai
7446,Powai,Mumbai,67105,900,Mughlai
7447,Powai,Mumbai,"9,11,65,88",700,Mughlai
7448,Powai,Mumbai,"31,27,95,75,37",700,Mughlai
7449,Powai,Mumbai,"36,113,45",700,Mughlai
7450,Powai,Mumbai,"83,0,101",1100,Mughlai
7451,Powai,Mumbai,"103,66,85,16",900,Mughlai
7452,Powai,Mumbai,"81,6",100,Mughlai
7453,Powai,Mumbai,104,900,Mughlai
7454,Powai,Mumbai,"102,81,33,55,2",100,Mughlai
7455,Powai,Mumbai,"14,89,79,53,77",700,Mughlai
7456,Powai,Mumbai,82,1000,Mughlai
7457,Powai,Mumbai,"86,28",900,Mughlai
7458,Powai,Mumbai,43,200,Mughlai
7459,Powai,Mumbai,92,900,Mughlai
7460,Powai,Mumbai,"75,15,40,38,112",600,Mughlai
7461,Powai,Mumbai,"4,35,82,109,93",600,Mughlai
7462,Powai,Mumbai,"57,76,65,64",500,Mughlai
7463,Powai,Mumbai,"25,66",700,Mughlai
7464,Powai,Mumbai,"24,79",400,Mughlai
7465,Powai,Mumbai,35,500,Mughlai
7466,Powai,Mumbai,27,700,Mughlai
7467,Powai,Mumbai,"85,12,42",800,Mughlai
7468,Powai,Mumbai,"41,88,53,102",900,Mughlai
7469,Powai,Mumbai,"106,94,37",1100,Mughlai
7470,Powai,Mumbai,"29,71,73,91",1100,Mughlai
7471,Powai,Mumbai,50,200,Mughlai
7472,Powai,Mumbai,"43,53,99",200,Mughlai
7473,Powai,Mumbai,"45,15",100,Mughlai
7474,Powai,Mumbai,"68,15,72,79,112",700,Mughlai
7475,Powai,Mumbai,43,200,Mughlai
7476,Powai,Mumbai,"5,63,71,76,97",500,Mughlai
7477,Powai,Mumbai,"22,2",700,Mughlai
7478,Powai,Mumbai,53,1000,Mughlai
7479,Powai,Mumbai,10,700,Mughlai
7480,Powai,Mumbai,"91,8,75",1100,Mughlai
7481,Powai,Mumbai,"86,2",200,Mughlai
7482,Powai,Mumbai,66100,800,Mughlai
7483,Powai,Mumbai,"48,111,1",400,Mughlai
7484,Powai,Mumbai,"21,28,11,110",600,Mughlai
7485,Powai,Mumbai,"80,49,83",1000,Mughlai
7486,Powai,Mumbai,"4,51",200,Mughlai
7487,Powai,Mumbai,109,100,Mughlai
7488,Powai,Mumbai,"62,11",900,Mughlai
7489,Powai,Mumbai,"3,84,102,75,6",1000,Mughlai
7490,Powai,Mumbai,"69,57,39,85",1000,Mughlai
7491,Powai,Mumbai,"44,58,9",400,Mughlai
7492,Powai,Mumbai,"10,89,17",1100,Mughlai
7493,Powai,Mumbai,"90,11,31",1100,Mughlai
7494,Powai,Mumbai,"65,67,113,74",100,Mughlai
7495,Powai,Mumbai,"12,55,35",200,Mughlai
7496,Powai,Mumbai,"33,107,79",600,Mughlai
7497,Powai,Mumbai,16,500,Mughlai
7498,Powai,Mumbai,3,600,Mughlai
7499,Powai,Mumbai,20,900,Mughlai
7500,Powai,Mumbai,"46,103,48",300,Mughlai
7501,Powai,Mumbai,"45,16,102,72",700,Mughlai
7502,Powai,Mumbai,"33,25,16,11,97",400,Mughlai
7503,Powai,Mumbai,27108107111,500,Mughlai
7504,Powai,Mumbai,"108,62",200,Mughlai
7505,Powai,Mumbai,25111,500,Mughlai
7506,Powai,Mumbai,"43,88,12",100,Mughlai
7507,Powai,Mumbai,"11,27",300,Mughlai
7508,Powai,Mumbai,"2,52,33,15,74",400,Mughlai
7509,Powai,Mumbai,"62,32,74",500,Mughlai
7510,Powai,Mumbai,"64,79,19,100,43",600,Mughlai
7511,Powai,Mumbai,"75,50",700,Mughlai
7512,Powai,Mumbai,"16,23,0,35,28",900,Mughlai
7513,Powai,Mumbai,"34,57,55,17",600,Mughlai
7514,Powai,Mumbai,"49,82,94,17,3",600,Mughlai
7515,Powai,Mumbai,"90,110,30,59",900,Mughlai
7516,Powai,Mumbai,"8,84,94,82,14",700,Mughlai
7517,Powai,Mumbai,"110,87,109",700,Mughlai
7518,Powai,Mumbai,"106,98",700,Mughlai
7519,Powai,Mumbai,"91,37,26,104",800,Mughlai
7520,Powai,Mumbai,"105,26",700,Mughlai
7521,Powai,Mumbai,"19,57,56",500,Mughlai
7522,Powai,Mumbai,"6,4,39,25,90",500,Mughlai
7523,Powai,Mumbai,"48,105,77,81",600,Mughlai
7524,Powai,Mumbai,"96,14,50,46",600,Mughlai
7525,Powai,Mumbai,"1,30",500,Mughlai
7526,Powai,Mumbai,27,600,Mughlai
7527,Powai,Mumbai,"61,107,91",300,Mughlai
7528,Powai,Mumbai,"89,113,49,85",100,Mughlai
7529,Powai,Mumbai,"62,6",300,Mughlai
7530,Powai,Mumbai,"55,70",1000,Mughlai
7531,Powai,Mumbai,"29,77",1000,Mughlai
7532,Powai,Mumbai,"28,99,49",600,Mughlai
7533,Powai,Mumbai,"30,3",200,Mughlai
7534,Powai,Mumbai,83,300,Mughlai
7535,Powai,Mumbai,"19,69,24",800,Mughlai
7536,Powai,Mumbai,"16,17",700,Mughlai
7537,Powai,Mumbai,113,800,Mughlai
7538,Powai,Mumbai,"83,8,14",700,Mughlai
7539,Powai,Mumbai,7,100,Mughlai
7540,Powai,Mumbai,67,1000,Mughlai
7541,Powai,Mumbai,"87,55",400,Mughlai
7542,Powai,Mumbai,60,600,Mughlai
7543,Powai,Mumbai,"105,47,112,46,97",600,Mughlai
7544,Powai,Mumbai,85,100,Mughlai
7545,Powai,Mumbai,"92,68,72",1100,Mughlai
7546,Powai,Mumbai,"5,60,110,62",900,Mughlai
7547,Powai,Mumbai,"25,37",300,Mughlai
7548,Powai,Mumbai,"27,14,71,38",300,Mughlai
7549,Powai,Mumbai,"16,2",700,Mughlai
7550,Powai,Mumbai,"1,26,6,113",400,Mughlai
7551,Powai,Mumbai,"41,61",100,Mughlai
7552,Powai,Mumbai,"4,42,71",400,Mughlai
7553,Powai,Mumbai,"4,46,45,99,111",800,Mughlai
7554,Powai,Mumbai,21,700,Mughlai
7555,Powai,Mumbai,"52,31",900,Mughlai
7556,Powai,Mumbai,"80,48",700,Mughlai
7557,Powai,Mumbai,"26,43,46",400,Mughlai
7558,Powai,Mumbai,41,1000,Mughlai
7559,Powai,Mumbai,"112,35,53",400,Mughlai
7560,Powai,Mumbai,60,700,Mughlai
7561,Powai,Mumbai,"41,78,44,55,0",1000,Mughlai
7562,Powai,Mumbai,"44,81",1100,Mughlai
7563,Powai,Mumbai,"38,51,33,85,13",500,Mughlai
7564,Powai,Mumbai,"91,15,11,108",500,Mughlai
7565,Powai,Mumbai,"89,87,29,85",1100,Mughlai
7566,Powai,Mumbai,"55,96,98",100,Mughlai
7567,Powai,Mumbai,51,600,Mughlai
7568,Powai,Mumbai,"53,57",400,Mughlai
7569,Powai,Mumbai,"103,72",100,Mughlai
7570,Powai,Mumbai,"92,81",300,Mughlai
7571,Powai,Mumbai,"61,44,105,30,77",800,Mughlai
7572,Powai,Mumbai,"11,34,5",300,Mughlai
7573,Powai,Mumbai,"49,33,37,102,25",500,Mughlai
7574,Powai,Mumbai,"28,46,45,33",400,Mughlai
7575,Powai,Mumbai,21,700,Mughlai
7576,Powai,Mumbai,104101,800,Mughlai
7577,Powai,Mumbai,"11,4,0",500,Mughlai
7578,Powai,Mumbai,"63,77,47",800,Mughlai
7579,Powai,Mumbai,21,500,Mughlai
7580,Powai,Mumbai,"16,43,26,34",700,Mughlai
7581,Powai,Mumbai,"109,94,46,98,107",500,Mughlai
7582,Powai,Mumbai,30,1100,Mughlai
7583,Powai,Mumbai,"66,36",300,Mughlai
7584,Powai,Mumbai,"77,36,59",500,Mughlai
7585,Powai,Mumbai,"55,23,19,42",800,Mughlai
7586,Powai,Mumbai,"108,27,38,49",1000,Mughlai
7587,Powai,Mumbai,"85,7",500,Mughlai
7588,Powai,Mumbai,"80,99,17,26,72",300,Mughlai
7589,Powai,Mumbai,"93,48,98,70",1100,Mughlai
7590,Powai,Mumbai,"112,105,51",1000,Mughlai
7591,Powai,Mumbai,"83,36,73",1100,Mughlai
7592,Powai,Mumbai,"91,111,64,86,78",500,Mughlai
7593,Powai,Mumbai,"9,74",600,Mughlai
7594,Powai,Mumbai,"24,98,33",1000,Mughlai
7595,Powai,Mumbai,"112,15,77",600,Mughlai
7596,Powai,Mumbai,"77,89",400,Mughlai
7597,Powai,Mumbai,40,300,Mughlai
7598,Powai,Mumbai,"57,51,24,5,38",700,Mughlai
7599,Powai,Mumbai,"46,9,62",200,Mughlai
7600,Powai,Mumbai,7110,200,Mughlai
7601,Powai,Mumbai,84,400,Mughlai
7602,Powai,Mumbai,"31,95",1000,Mughlai
7603,Powai,Mumbai,96,100,Mughlai
7604,Powai,Mumbai,"27,103,53,99,65",100,Mughlai
7605,Powai,Mumbai,"83,43",800,Mughlai
7606,Powai,Mumbai,"102,1,77,63,108",900,Mughlai
7607,Powai,Mumbai,"77,67,6,109",900,Mughlai
7608,Powai,Mumbai,47107,100,Mughlai
7609,Powai,Mumbai,110,1000,Mughlai
7610,Powai,Mumbai,50,1100,Mughlai
7611,Powai,Mumbai,"9,75,24",500,Mughlai
7612,Powai,Mumbai,"46,86,85",1100,Mughlai
7613,Powai,Mumbai,"54,97,71,57,83",200,Mughlai
7614,Powai,Mumbai,"84,42,81,70,82",100,Mughlai
7615,Powai,Mumbai,"86,57",400,Mughlai
7616,Powai,Mumbai,"60,22,31",400,Mughlai
7617,Powai,Mumbai,"43,2,80,73",800,Mughlai
7618,Powai,Mumbai,"4,108,85",200,Mughlai
7619,Powai,Mumbai,"57,76,91,7,65",100,Mughlai
7620,Powai,Mumbai,61,300,Mughlai
7621,Powai,Mumbai,"96,71",200,Mughlai
7622,Powai,Mumbai,"70,91,61",500,Mughlai
7623,Powai,Mumbai,"45,20,16,17",300,Mughlai
7624,Powai,Mumbai,"97,66,94",1000,Mughlai
7625,Powai,Mumbai,"20,69,39,6",1100,Mughlai
7626,Powai,Mumbai,55,500,Mughlai
7627,Powai,Mumbai,"57,68,95,46,83",700,Mughlai
7628,Powai,Mumbai,"79,68,80,33,26",300,Mughlai
7629,Powai,Mumbai,"27,28",400,Mughlai
7630,Powai,Mumbai,"32,48,71,4,104",200,Mughlai
7631,Powai,Mumbai,"21,33,109",900,Mughlai
7632,Powai,Mumbai,81,900,Mughlai
7633,Powai,Mumbai,"84,86,43",1000,Mughlai
7634,Powai,Mumbai,"58,44,15",200,Mughlai
7635,Powai,Mumbai,"56,72,67,100,78",500,Mughlai
7636,Powai,Mumbai,"85,60,24",800,Mughlai
7637,Powai,Mumbai,32,100,Mughlai
7638,Powai,Mumbai,"108,109,46,3",500,Mughlai
7639,Powai,Mumbai,"105,79",1000,Mughlai
7640,Powai,Mumbai,"73,65,50,103",400,Mughlai
7641,Powai,Mumbai,30,100,Mughlai
7642,Powai,Mumbai,"8,21,25,14,73",1100,Mughlai
7643,Powai,Mumbai,35111,300,Mughlai
7644,Powai,Mumbai,"97,36,101,84",400,Mughlai
7645,Powai,Mumbai,"26,89,48",700,Mughlai
7646,Powai,Mumbai,54,1100,Mughlai
7647,Powai,Mumbai,"109,19,69,68,94",300,Mughlai
7648,Powai,Mumbai,"81,92,42,29",100,Mughlai
7649,Powai,Mumbai,69,600,Mughlai
7650,Powai,Mumbai,"63,51,48",1000,Mughlai
7651,Powai,Mumbai,"52,42,22,72",500,Mughlai
7652,Powai,Mumbai,"25,68,67,4,27",600,Mughlai
7653,Powai,Mumbai,"94,6,44",900,Mughlai
7654,Powai,Mumbai,"38,74",300,Mughlai
7655,Powai,Mumbai,"34,35,81,102,79",1100,Mughlai
7656,Powai,Mumbai,49113,500,Mughlai
7657,Powai,Mumbai,"19,25,86,17,53",600,Mughlai
7658,Powai,Mumbai,"4,25,106,108,50",300,Mughlai
7659,Powai,Mumbai,100104,600,Mughlai
7660,Powai,Mumbai,"43,60,25,8",700,Mughlai
7661,Powai,Mumbai,20,300,Mughlai
7662,Powai,Mumbai,"100,35,66",200,Mughlai
7663,Powai,Mumbai,"58,13,90,20,35",100,Mughlai
7664,Powai,Mumbai,"4,19",400,Mughlai
7665,Powai,Mumbai,"52,73,27",200,Mughlai
7666,Powai,Mumbai,"1,85,95,87,105",400,Mughlai
7667,Powai,Mumbai,15,600,Mughlai
7668,Powai,Mumbai,71,1100,Mughlai
7669,Powai,Mumbai,37,200,Mughlai
7670,Powai,Mumbai,"24,20,73,90,91",300,Mughlai
7671,Powai,Mumbai,4100,600,Mughlai
7672,Powai,Mumbai,"52,9,39,51,3",500,Mughlai
7673,Powai,Mumbai,"43,75",100,Mughlai
7674,Powai,Mumbai,8,600,Mughlai
7675,Powai,Mumbai,"29,36,96,83",1100,Mughlai
7676,Powai,Mumbai,42,100,Mughlai
7677,Powai,Mumbai,"12,106,56,75,4",1100,Mughlai
7678,Powai,Mumbai,59,700,Mughlai
7679,Powai,Mumbai,90,400,Mughlai
7680,Powai,Mumbai,88,300,Mughlai
